"","Paises/Entidades","Tipo de conflicto","Numero del proceso","Nombre del proceso","Region","Id del acuerdo","Nombre del acuerdo","Fecha","Definicion y estado","Tipo de conflicto2","Fase del acuerdo","Grupo infancia","Grupo discapacitados","Grupo ancianos","Grupo migrantes","Grupo racial","Grupo religion","Grupo indigenas","Grupo otros","Grupo refugiados","Grupo social","Estado - autodeterminacion","Estado - referendum","Estado - secesion","Estado - unificacion","Estado - fronteras","Constitucion reforma o creacion","Elecciones","Reparto de territorios","Reparto economico","Reparto militar","Igualdad de genero","Democracia","Derechos civiles","Derechos socioeconomicos","Desarrollo","Medio ambiente","Seguridad","Alto el fuego","Corrupcion","Crimer organizado","Terrorismo","Justicia","Grupo infancia bin","Grupo discapacitados bin","Grupo ancianos bin","Grupo migrantes bin","Grupo racial bin","Grupo religion bin","Grupo indigenas bin","Grupo otros bin","Grupo refugiados bin","Grupo social bin","Constitucion reforma o creacion bin","Elecciones bin","Reparto de territorios bin","Reparto economico bin","Reparto militar bin","Igualdad de genero bin","Democracia bin","Desarrollo bin","Alto el fuego bin","Corrupcion bin","Crimer organizado bin","Justicia bin","PAISES"
"1","Afghanistan","Government/territory",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",2232,"Resolution of Intra Afghan Peace Conference in Doha, Qatar (Doha Roadmap for Peace)",2019-07-08,"Multiparty signed/agreed","Intra","Pre",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"1","1",0,"0","1",0,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","AFG"
"2","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",1739,"Agreement between the Islamic Republic of Afghanistan and Hizb-e-Islami",2016-09-22,"Multiparty signed/agreed","Intra","SubPar",0,0,0,0,1,0,0,0,2,0,"0","0","0","0","0",0,1,0,0,0,1,0,"0","0",0,"0","0",1,0,0,"1",0,"0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","AFG"
"3","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",1923,"Agreement between the two campaign teams regarding the structure of the national unity government",2014-09-21,"Multiparty signed/agreed","Intra","Imp",2,2,0,0,0,0,0,0,0,0,"0","0","0","0","0",1,1,0,0,0,0,0,"0","0",0,"0","0",0,1,0,"0",0,"1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","AFG"
"4","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",864,"Tokyo Declaration Partnership for Self-Reliance in Afghanistan from Transition to Transformation (Tokyo Conference)",2012-07-08,"Multiparty signed/agreed","InterIntra","Imp",1,0,0,0,0,0,0,0,1,0,"0","0","0","0","0",0,2,0,0,0,1,2,"0","0",1,"1","1",0,2,2,"1",0,"1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","0","1","1","0","AFG"
"5","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",848,"Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference)",2011-12-05,"Multiparty signed/agreed","InterIntra","Pre",1,0,0,0,0,0,0,0,1,0,"0","0","0","0","0",0,0,0,0,0,1,2,"0","0",2,"1","1",0,1,0,"1",0,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","1","0","0","AFG"
"6","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",849,"Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan",2011-11-02,"Multiparty signed/agreed","InterIntra","Imp",0,0,0,0,0,0,0,0,1,0,"0","0","0","0","0",0,0,0,0,0,0,1,"0","0",1,"1","1",0,2,0,"1",0,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","AFG"
"7","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",709,"Renewed Commitment by the Afghan Government to the Afghan People and the International Community to Afghanistan (Kabul Conference Communique)",2010-07-22,"Multiparty signed/agreed","InterIntra","Imp",2,0,0,0,0,0,0,0,1,0,"0","0","0","0","0",0,1,0,0,0,1,0,"0","0",1,"0","1",0,2,2,"1",0,"1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","1","1","0","AFG"
"8","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",708,"The Resolution Adopted at the Conclusion of the National Consultative Peace Jirga",2010-06-06,"Multiparty signed/agreed","Intra","Pre",1,0,0,0,0,2,0,0,1,0,"0","0","0","0","0",0,0,0,0,0,1,0,"0","0",1,"0","1",0,1,0,"1",0,"1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","AFG"
"9","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",707,"Communiqué of the Conference on Afghan Leadership, Regional Cooperation, International Partnership (London Conference Communique)",2010-01-28,"Multiparty signed/agreed","InterIntra","Imp",0,0,0,0,0,0,0,0,1,0,"0","0","0","0","0",0,1,0,0,0,1,1,"0","0",1,"1","1",0,2,2,"1",0,"0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","0","1","1","0","AFG"
"10","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",706,"Statement of the International Conference on Afghanistan (Hague Conference)",2009-03-31,"Multiparty signed/agreed","InterIntra","SubPar",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,1,0,0,0,0,1,"0","0",1,"0","1",0,0,1,"1",0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","AFG"
"11","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",847,"Declaration of the Special Conference on Afghanistan Convened under the Auspices of the Shanghai Cooperation Organization (Moscow Declaration)",2009-03-27,"Multiparty signed/agreed","InterIntra","Imp",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,1,"0","0",1,"0","1",0,0,2,"1",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","AFG"
"12","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",705,"Declaration of the International Conference in Support of Afghanistan (Paris Conference)",2008-06-12,"Multiparty signed/agreed","InterIntra","Imp",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,1,0,0,0,0,2,"0","0",1,"1","0",0,1,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","AFG"
"13","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",1069,"Rome Conference on Justice and Rule of Law in Afghanistan",2007-07-03,"Multiparty signed/agreed","InterIntra","Imp",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",1,"0","1",0,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","AFG"
"14","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",1061,"Afghanistan Compact Building on Success (London Conference)",2006-02-01,"Multiparty signed/agreed","InterIntra","SubPar",3,3,0,0,0,0,0,0,2,0,"0","0","0","0","0",0,2,0,0,0,1,1,"1","0",1,"1","1",0,3,0,"1",0,"1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","0","1","0","0","AFG"
"15","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",1054,"Berlin Declaration (Berlin Conference)",2004-04-01,"Multiparty signed/agreed","InterIntra","Imp",0,0,0,0,0,0,0,0,1,0,"0","0","0","0","0",0,1,0,0,0,1,1,"0","0",1,"0","1",0,0,0,"1",0,"0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","0","0","0","0","AFG"
"16","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",909,"Kabul Declaration of Good Neighbourly Relations",2002-12-24,"Multiparty signed/agreed","InterIntra","SubPar",0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0",0,0,0,0,0,0,1,"0","0",1,"0","1",0,0,0,"1",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","AFG"
"17","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",908,"Communiqué of the International Conference on Reconstruction Assistance to Afghanistan (Tokyo Conference)",2002-01-22,"Multiparty signed/agreed","InterIntra","Imp",0,1,0,0,0,0,0,0,1,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",1,"0","0",0,0,0,"1",0,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","AFG"
"18","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",272,"Agreement on Provisional Arrangements in Afghanistan Pending the Re-establishment of Permanent Government Institutions ('Bonn Agreement')",2001-12-05,"Multiparty signed/agreed","Intra","SubPar",0,3,0,0,1,2,0,0,2,0,"1","0","0","0","0",3,1,0,0,2,1,1,"0","0",0,"0","1",0,0,1,"1",0,"0","1","0","0","1","1","0","0","1","0","1","1","0","0","1","1","1","0","0","0","1","0","AFG"
"19","Afghanistan","Government",2,"Afghanistan: 2000s Post-intervention process","Europe and Eurasia",553,"Tashkent Declaration on Fundamental Principles for a Peaceful Settlement of the Conflict in Afghanistan",1999-07-19,"Multiparty signed/agreed","InterIntra","Pre",1,0,0,0,1,0,0,0,1,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",1,"0","1",1,0,1,"1",0,"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","AFG"
"20","Afghanistan","Government",1,"Afghanistan: 1990s Taliban process","Europe and Eurasia",409,"Afghan Peace Accord (Islamabad Accord)",1993-03-07,"Multiparty signed/agreed","Intra","SubPar",0,0,0,0,0,0,0,0,1,0,"0","0","0","0","0",2,2,0,2,2,0,0,"0","0",1,"0","1",2,0,0,"0",0,"0","0","0","0","0","0","0","0","1","0","1","1","0","1","1","0","0","1","1","0","0","0","AFG"
"21","Afghanistan","Government",1,"Afghanistan: 1990s Taliban process","Europe and Eurasia",482,"Peshawar Accord",1992-04-24,"Multiparty signed/agreed","Intra","SubPar",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",0,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","AFG"
"22","Afghanistan/Pakistan","Territory",2,"Afghanistan: 2000s Post-intervention process","Cross-regional",1070,"Joint Declaration adopted by Pak-Afghan Joint Peace Jirga",2007-08-12,"Multiparty signed/agreed","InterIntra","SubPar",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",0,0,0,"1",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","AFG PAK"
"23","Algeria","Government",3,"Algeria: Bouteflika Process","Middle East and North Africa",1595,"Project de charte pour la paix et la réconciliation nationale",2005-08-14,"Unilateral document","Intra","SubPar",0,0,0,0,0,1,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,1,"1","0",0,"0","0",0,0,0,"1",0,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","DZA"
"24","Algeria","Government",3,"Algeria: Bouteflika Process","Middle East and North Africa",1738,"Texts for Implementing Acts relating to the Restoration of Civil Harmony",1999-07-20,"Unilateral document","Intra","Imp",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",0,0,0,"1",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","DZA"
"25","Algeria","Government",3,"Algeria: Bouteflika Process","Middle East and North Africa",1737,"Civil Harmony Act",1999-07-13,"Unilateral document","Intra","SubPar",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",0,0,0,"1",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","DZA"
"26","Algeria","Government",3,"Algeria: Bouteflika Process","Middle East and North Africa",1255,"Plate-forme de l'entente nationale",1996-09-17,"Multiparty signed/agreed","Intra","SubPar",0,0,0,0,3,0,0,0,0,0,"0","1","0","0","0",3,2,0,0,0,1,3,"1","0",0,"0","0",0,0,0,"1",0,"0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","DZA"
"27","Algeria","Government",3,"Algeria: Bouteflika Process","Middle East and North Africa",1044,"Plate-forme pour une solution politique et pacifique de la crise algérienne (Plate-forme de Rome)",1995-01-13,"Multiparty signed/agreed","Intra","Pre",0,0,0,0,2,2,0,0,0,0,"0","0","0","0","0",0,1,0,0,0,0,1,"1","0",0,"0","1",1,0,0,"1",0,"0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","DZA"
"28","Algeria","Government",3,"Algeria: Bouteflika Process","Middle East and North Africa",484,"Plate-forme portant consensus national sur la période transitoire",1994-01-26,"Multiparty signed/agreed","Intra","Pre",3,0,0,0,0,0,0,0,0,0,"0","1","0","0","0",0,1,0,0,0,2,3,"0","0",1,"0","1",0,1,0,"1",0,"1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","1","0","0","DZA"
"29","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",978,"Luena Memorandum of Understanding (Addendum to the Lusaka Protocol for the Cessation of Hostilities and the Resolution of the Outstanding Military Issues under the Lusaka Protocol)",2002-04-04,"Multiparty signed/agreed","Intra","SubPar",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,3,0,1,"0","0",0,"0","0",3,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","AGO"
"30","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",305,"Angolan Government's Peace Plan",2002-03-13,"Multiparty signed/agreed","Intra","Imp",2,2,0,0,0,0,0,0,2,0,"0","0","0","0","0",2,1,0,0,0,0,0,"1","0",1,"0","1",1,0,0,"0",0,"1","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","1","0","0","0","AGO"
"31","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",299,"Agreement signed by the Government of the Republic of Angola and UNITA Renovada on 18 February 1999(Annex II to Agreement signed by the Government of the Republic of Angola and UNITA Renovada (Luanda Protocol))",1999-02-18,"Multiparty signed/agreed","Intra","Imp",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,1,"0","0",1,"0","0",0,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","AGO"
"32","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",300,"Agreement with UNITA-Renovada Updating the Lusaka Protocol Concerning the Appointment of UNITA Cadres to Government Positions (Annex III to Agreement signed by the Government of the Republic of Angola and UNITA Renovada (Luanda Protocol))",1999-02-18,"Multiparty signed/agreed","Intra","Pre",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",2,1,0,0,0,0,0,"1","0",0,"0","1",0,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","AGO"
"33","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",301,"Agreement with UNITA-Renovada Updating the Lusaka Protocol Concerning the Reinstatement of Government Administration over the National Territory (Luanda Protocol)",1999-02-18,"Multiparty signed/agreed","Intra","Pre",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",1,0,0,0,0,0,0,"0","0",0,"0","0",0,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","AGO"
"34","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",1,"Final Timetable for the Implementation of the Lusaka Protocol, Approved by the Joint Commission at Luanda, 9 January 1998",1998-01-09,"Multiparty signed/agreed","Intra","Imp",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","1",0,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","AGO"
"35","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",439,"Lusaka Protocol",1994-11-15,"Multiparty signed/agreed","Intra","SubComp",0,0,0,0,2,2,0,2,1,2,"0","0","0","0","0",0,3,0,0,3,3,2,"1","1",0,"0","1",3,0,0,"0",0,"0","0","0","0","1","1","0","1","1","1","0","1","0","0","1","1","1","0","1","0","0","0","AGO"
"36","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",1318,"Concepts for Resolving the Issues Still Pending between the Government of the People's Republic of Angola and UNITA (Bicesse Accords)",1993-05-31,"Multiparty signed/agreed","Intra","SubPar",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",1,2,0,0,2,0,1,"0","0",0,"0","0",2,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","AGO"
"37","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",207,"Peace Accords for Angola, Lisbon ('Bicesse Accords')",1991-05-31,"Multiparty signed/agreed","Intra","SubPar",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",2,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","AGO"
"38","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",1316,"Ceasefire Agreement (Bicesse Accords)",1991-05-31,"Multiparty signed/agreed","Intra","Cea",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,3,0,0,"0","0",0,"0","0",3,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","AGO"
"39","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",1319,"The Protocol of Estoril (Bicesse Accords)",1991-05-31,"Multiparty signed/agreed","Intra","SubPar",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,3,0,0,3,0,2,"1","0",0,"0","0",1,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","AGO"
"40","Angola","Government",4,"Angola: UNITA process","Africa (excl MENA)",1317,"Fundamental principles for the establishment of Peace in Angola (Bicesse Accords)",1991-05-31,"Multiparty signed/agreed","Intra","Cea",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",2,2,0,0,2,0,1,"1","0",0,"0","0",2,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","AGO"
"41","Angola/Burundi/Central African Republic/Democratic Republic of Congo/Kenya/Republic of Congo/Rwanda/Sudan/Tanzania/Uganda/Zambia/(African Great Lakes)","Government",6,"African Great Lakes: Regional Process","Africa (excl MENA)",668,"Pact on Security, Stability, and Development in the Great Lakes Region",2006-12-15,"Multiparty signed/agreed","InterIntra","Imp",3,0,0,0,2,3,0,0,2,0,"0","0","0","0","0",0,0,0,0,0,3,1,"1","0",1,"1","1",0,0,0,"1",2,"1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","1","AGO BDI CAF COD COG KEN RWA SDN TZA UGA ZMB"
"42","Angola/Burundi/Central African Republic/Democratic Republic of Congo/Kenya/Republic of Congo/Rwanda/Sudan/Tanzania/Uganda/Zambia/(African Great Lakes)","Government",6,"African Great Lakes: Regional Process","Africa (excl MENA)",349,"Dar-Es-Salaam Declaration on Peace, Security, Democracy and Development in the Great Lakes Region",2004-11-20,"Multiparty signed/agreed","InterIntra","SubPar",3,3,3,0,2,0,0,0,2,0,"0","0","0","0","0",0,0,0,0,0,1,1,"1","0",1,"1","1",0,0,0,"1",0,"1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","AGO BDI CAF COD COG KEN RWA SDN TZA UGA ZMB"
"43","Angola/Burundi/Central African Republic/Democratic Republic of Congo/Republic of Congo/Rwanda/South Africa/South Sudan/Tanzania/Uganda/Zambia/(African Great Lakes)","Government",6,"African Great Lakes: Regional Process","Africa (excl MENA)",789,"Peace, Security and Cooperation Framework for the Democratic Republic of the Congo and the region
",2013-02-24,"Multiparty signed/agreed","InterIntra","Imp",0,0,0,0,0,0,0,0,1,0,"0","0","0","0","0",0,0,0,0,0,0,1,"0","0",1,"0","1",0,0,0,"0",2,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","AGO BDI CAF COD COG RWA TZA UGA ZAF ZMB SSD"
"44","Angola/Cabinda","Government/territory",137,"Cabinda process","Africa (excl MENA)",1336,"Memorandum of Peace and Understanding in Cabinda Province",2006-08-01,"Multiparty signed/agreed","Intra","SubComp",1,1,0,0,0,0,0,0,3,0,"0","0","0","0","0",3,2,3,3,3,0,0,"0","1",1,"1","0",2,0,1,"1",0,"1","1","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","1","1","0","1","0","AGO"
"45","Angola/Central African Republic/Democratic Republic of Congo/Kenya/Republic of Congo/Rwanda/Sudan/Tanzania/Uganda/Zambia/(African Great Lakes)","Government",6,"African Great Lakes: Regional Process","Africa (excl MENA)",1062,"Protocol of Non-aggression and Mutual Defence in the Great Lakes Region",2006-11-30,"Multiparty signed/agreed","InterIntra","SubPar",1,0,0,0,1,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,1,1,"1","0",0,"0","1",0,0,0,"1",0,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","AGO CAF COD COG KEN RWA SDN TZA UGA ZMB"
"46","Argentina/United Kingdom","Territory",7,"Argentina-UK: Falklands process","Cross-regional",423,"Joint Declaration on Cooperation over Offshore Activities in the South West Atlantic",1995-09-27,"Multiparty signed/agreed","Inter","SubComp",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","1",0,0,0,0,0,0,0,"0","0",0,"1","0",0,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ARG GBR"
"47","Argentina/United Kingdom","Territory",7,"Argentina-UK: Falklands process","Cross-regional",431,"Joint Statement of Confidence-Building Measures, including an Information and Consultation System and Safety Measures for Air and Maritime Navigation",1990-02-15,"Multiparty signed/agreed","Inter","SubPar",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"1","1",0,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ARG GBR"
"48","Armenia/Azerbaijan/(Nagorno-Karabakh)","Government/territory",8,"Azerbaijan-Nagorno Karabakh: Process","Europe and Eurasia",1926,"Joint Statement by the Foreign Ministers of Armenia and Azerbaijan and the Co-Chairs of the OSCE Minsk Group",2017-10-16,"Multiparty signed/agreed","InterIntra","Ren",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",0,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ARM AZE"
"49","Armenia/Azerbaijan/(Nagorno-Karabakh)","Government/territory",8,"Azerbaijan-Nagorno Karabakh: Process","Europe and Eurasia",1687,"Joint Statement by the Presidents of the Republic of Azerbaijan, The Republic of Armenia and the Russian Federation on the Nagorno-Karabakh settlement",2011-03-05,"Multiparty signed/agreed","InterIntra","Pre",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",0,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ARM AZE"
"50","Armenia/Azerbaijan/(Nagorno-Karabakh)","Government/territory",8,"Azerbaijan-Nagorno Karabakh: Process","Europe and Eurasia",1686,"Joint Statement by the Heads of Delegation of the OSCE Minsk Group Co-Chair Countries and the Presidents of Azerbaijan and Armenia",2010-12-01,"Multiparty signed/agreed","InterIntra","Ren",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",1,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","ARM AZE"
"51","Armenia/Azerbaijan/(Nagorno-Karabakh)","Government/territory",8,"Azerbaijan-Nagorno Karabakh: Process","Europe and Eurasia",1684,"Agreement on strengthening the ceasefire",1995-02-04,"Multiparty signed/agreed","InterIntra","Cea",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",2,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","ARM AZE"
"52","Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Azerbaijan-Nagorno Karabakh: Process","Europe and Eurasia",1733,"Agreement on Confirmation of Commitment to Ceasefire",1994-07-27,"Multiparty signed/agreed","Intra","Cea",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",2,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","ARM AZE"
"53","Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Azerbaijan-Nagorno Karabakh: Process","Europe and Eurasia",990,"Ceasefire Agreement Signed in Bishkek",1994-05-11,"Multiparty signed/agreed","Intra","Cea",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",3,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","ARM AZE"
"54","Armenia/Azerbaijan/Nagorno-Karabakh","Territory",8,"Azerbaijan-Nagorno Karabakh: Process","Europe and Eurasia",310,"Bishkek Protocol",1994-05-05,"Multiparty signed/agreed","Intra","Cea",0,0,0,0,1,0,0,0,1,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",2,0,0,"0",0,"0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","ARM AZE"
"55","Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Azerbaijan-Nagorno Karabakh: Process","Europe and Eurasia",1732,"Agreement on the Implementation of the 18 February 1994 Protocol",1994-04-28,"Unilateral document","Intra","Cea",0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",3,0,0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","ARM AZE"
"56","Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Azerbaijan-Nagorno Karabakh: Process","Europe and Eurasia",1731,"Joint Communique Regarding the Results of the Negotiations between the Representatives of the Azerbaijan and Nagorno-Karabakh Leaderships",1993-09-13,"Multiparty signed/agreed","Intra","Pre",0,0,0,0,0,0,0,0,1,0,"0","0","0","0","0",0,0,0,0,0,0,0,"0","0",0,"0","0",2,0,0,"0",0,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","ARM AZE"
